City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
126,Talnakh,69.4865,88.3972,-8.28,100,90,5.73,RU,2022-11-08 03:04:59
127,Ghanzi,-21.5667,21.7833,61.03,90,0,6.8,BW,2022-11-08 03:04:59
128,Kumluca,36.3703,30.2869,62.78,55,0,5.97,TR,2022-11-08 03:05:00
129,Pemangkat,1.1667,108.9667,81.91,75,100,2.1,ID,2022-11-08 03:05:00
130,Pevek,69.7008,170.3133,0.36,97,15,1.9,RU,2022-11-08 03:05:00
131,Thompson,55.7435,-97.8558,-7.49,100,72,2.39,CA,2022-11-08 03:01:57
132,Wasilla,61.5814,-149.4394,30.29,57,100,13.8,US,2022-11-08 03:05:00
133,Kenora,49.8167,-94.4337,28.78,86,100,5.01,CA,2022-11-08 03:00:31
134,Manicore,-5.8092,-61.3003,74.23,93,77,2.57,BR,2022-11-08 03:05:01
135,Hofn,64.2539,-15.2082,43.29,92,100,24.72,IS,2022-11-08 03:14:45
136,Puerto Ayora,-0.7393,-90.3518,67.55,86,87,1.99,EC,2022-11-08 03:14:45
137,Ilulissat,69.2167,-51.1,-8.88,88,14,6.31,GL,2022-11-08 03:14:45
138,Nadym,65.5333,72.5167,21.72,96,100,9.15,RU,2022-11-08 03:14:45
139,Vao,-22.6667,167.4833,74.26,85,97,15.48,NC,2022-11-08 03:11:12
140,Ampanihy,-24.7,44.75,71.85,70,1,3.6,MG,2022-11-08 03:14:46
141,Palmital,-22.7889,-50.2175,59.32,70,10,9.4,BR,2022-11-08 03:14:46
142,Guerrero Negro,27.9769,-114.0611,65.75,75,52,11.07,MX,2022-11-08 03:14:46
143,Bubaque,11.2833,-15.8333,83.7,63,76,13.18,GW,2022-11-08 03:14:46
144,San Policarpo,12.1791,125.5072,83.61,79,100,5.79,PH,2022-11-08 03:14:47
145,Coquimbo,-29.9533,-71.3436,56.93,94,100,6.91,CL,2022-11-08 03:14:47
146,Garowe,8.4054,48.4845,70.57,88,1,8.16,SO,2022-11-08 03:14:47
147,Enshi,30.3,109.4833,68.25,68,61,0.98,CN,2022-11-08 03:14:47
148,Brae,60.3964,-1.353,52.7,96,100,22.75,GB,2022-11-08 03:14:48
149,Kavieng,-2.5744,150.7967,83.82,70,100,4.83,PG,2022-11-08 03:14:48
150,Puerto Del Rosario,28.5004,-13.8627,71.35,83,100,11.5,ES,2022-11-08 03:14:48
151,Kaitangata,-46.2817,169.8464,58.96,69,100,6.22,NZ,2022-11-08 03:14:48
152,Muros,42.7762,-9.0603,61.09,83,100,15.95,ES,2022-11-08 03:12:45
153,Harindanga,22.0383,88.3214,79.52,53,4,5.06,IN,2022-11-08 03:14:49
154,Robertsport,6.7533,-11.3686,78.89,81,79,4.21,LR,2022-11-08 03:14:49
155,Severo-Kurilsk,50.6789,156.125,40.06,74,84,17.65,RU,2022-11-08 03:14:49
156,Boali,4.8005,18.1275,71.47,95,100,1.01,CF,2022-11-08 03:14:49
157,Faya,18.3851,42.4509,55.92,89,1,4.32,SA,2022-11-08 03:14:50
158,Mehamn,71.0357,27.8492,31.95,93,75,6.91,NO,2022-11-08 03:14:50
159,Miri,4.4148,114.0089,83.52,75,100,4.81,MY,2022-11-08 03:14:50
160,Mareeba,-17.0,145.4333,88.45,58,8,8.63,AU,2022-11-08 03:14:50
161,Alice Springs,-23.7,133.8833,96.35,15,62,11.5,AU,2022-11-08 03:14:51
162,Merauke,-8.4667,140.3333,84.7,70,82,6.02,ID,2022-11-08 03:14:51
163,Guilin,25.2819,110.2864,79.88,39,18,3.67,CN,2022-11-08 03:14:51
164,Ribeira Grande,38.5167,-28.7,63.77,69,100,7.0,PT,2022-11-08 03:14:51
165,Kidal,18.4411,1.4078,71.17,16,87,11.03,ML,2022-11-08 03:14:52
166,Lazaro Cardenas,17.9583,-102.2,77.81,85,1,2.39,MX,2022-11-08 03:14:52
167,Saskylakh,71.9167,114.0833,-23.82,98,48,4.72,RU,2022-11-08 03:14:52
168,Alofi,-19.0595,-169.9187,80.49,65,75,14.97,NU,2022-11-08 03:14:52
169,Carnarvon,-24.8667,113.6333,71.04,55,5,14.05,AU,2022-11-08 03:11:08
170,Nikolskoye,59.7035,30.7861,39.09,92,100,9.86,RU,2022-11-08 03:14:53
171,Moengo,5.6167,-54.4,72.86,99,100,2.26,SR,2022-11-08 03:14:53
172,Broome,42.2506,-75.833,47.46,67,75,16.11,US,2022-11-08 03:14:53
173,Sibu,2.3,111.8167,83.8,75,92,2.73,MY,2022-11-08 03:14:53
174,Weatherford,32.7593,-97.7972,71.64,91,0,6.62,US,2022-11-08 03:10:19
175,Chokurdakh,70.6333,147.9167,-10.89,97,62,11.32,RU,2022-11-08 03:11:40
176,Coihaique,-45.5752,-72.0662,54.21,87,20,6.91,CL,2022-11-08 03:14:54
177,Lujan,-34.5703,-59.105,68.02,63,0,1.99,AR,2022-11-08 03:14:54
178,San Patricio,28.017,-97.5169,77.85,86,3,10.58,US,2022-11-08 03:11:34
179,Abu Zabad,12.35,29.25,71.64,22,78,8.9,SD,2022-11-08 03:15:54
180,Fort Nelson,58.8053,-122.7002,-5.06,90,0,4.61,CA,2022-11-08 03:15:55
181,Praia Da Vitoria,38.7333,-27.0667,61.75,82,75,13.58,PT,2022-11-08 03:15:55
182,Alvorada,-12.48,-49.1247,74.28,75,96,3.76,BR,2022-11-08 03:15:55
183,Cabo San Lucas,22.8909,-109.9124,73.51,75,0,8.05,MX,2022-11-08 03:15:55
184,Tiksi,71.6872,128.8694,0.55,91,100,17.22,RU,2022-11-08 03:15:56
185,Iralaya,15.0,-83.2333,77.54,82,4,8.46,HN,2022-11-08 03:15:56
186,Codrington,-38.2667,141.9667,76.21,59,6,10.38,AU,2022-11-08 03:15:56
187,Sao Felix Do Xingu,-6.6447,-51.995,71.37,97,99,1.19,BR,2022-11-08 03:15:56
188,Rio Claro,-22.4114,-47.5614,57.96,81,5,6.44,BR,2022-11-08 03:15:57
189,Sabla,12.7525,4.7077,73.27,21,15,9.64,NG,2022-11-08 03:15:57
190,Teya,60.3778,92.6267,17.19,94,95,4.07,RU,2022-11-08 03:15:57
191,Berlevag,70.8578,29.0864,32.0,86,20,9.22,NO,2022-11-08 03:15:57
192,Bandarbeyla,9.4942,50.8122,77.86,76,4,2.53,SO,2022-11-08 03:15:58
193,Kavaratti,10.5669,72.642,81.45,73,1,5.48,IN,2022-11-08 03:15:58
194,Tingi,-11.3,35.0333,62.22,71,23,7.07,TZ,2022-11-08 03:15:58
195,Shimoda,34.6667,138.95,68.36,59,2,4.54,JP,2022-11-08 03:15:59
196,Hachinohe,40.5,141.5,54.0,76,68,7.54,JP,2022-11-08 03:15:59
197,Okhotsk,59.3833,143.3,8.55,62,5,20.8,RU,2022-11-08 03:15:59
198,Kigorobya,1.6162,31.3089,66.88,91,100,4.52,UG,2022-11-08 03:15:59
199,Davila,18.4726,120.5763,85.98,73,27,10.92,PH,2022-11-08 03:16:00
200,Asfi,32.2994,-9.2372,64.89,78,95,4.88,MA,2022-11-08 03:16:00
201,Beidao,34.5686,105.8933,54.63,76,99,3.4,CN,2022-11-08 03:16:00
202,Hazorasp,41.3194,61.0742,37.24,69,58,5.5,UZ,2022-11-08 03:16:00
203,Manutuke,-38.6833,177.9167,64.53,61,99,12.15,NZ,2022-11-08 03:12:37
204,Medicine Hat,50.0501,-110.6683,1.83,85,40,5.75,CA,2022-11-08 03:13:42
205,Melilla,35.2937,-2.9383,64.78,77,0,4.61,ES,2022-11-08 03:16:01
206,Elk City,35.412,-99.4043,60.78,94,75,6.91,US,2022-11-08 03:13:20
207,Sioux Lookout,50.1001,-91.917,28.47,93,100,3.44,CA,2022-11-08 03:16:01
208,Boguchany,58.3814,97.4531,23.13,84,95,6.73,RU,2022-11-08 03:16:01
209,Sobolevo,54.4299,31.8996,41.54,89,100,10.85,RU,2022-11-08 03:16:01
210,Husavik,66.0449,-17.3389,39.67,93,100,13.06,IS,2022-11-08 03:16:02
211,Pampa,35.5362,-100.9599,58.15,94,0,12.66,US,2022-11-08 03:16:02
212,Nampula,-15.1165,39.2666,67.6,90,50,4.41,MZ,2022-11-08 03:16:03
213,Deputatskiy,69.3,139.9,-6.27,93,100,5.7,RU,2022-11-08 03:13:57
214,Ostrovnoy,68.0531,39.5131,27.09,97,65,5.12,RU,2022-11-08 03:11:19
215,Malibu,34.005,-118.8101,59.67,98,63,6.78,US,2022-11-08 03:16:03
216,Burnie,-41.0667,145.9167,71.94,50,10,6.26,AU,2022-11-08 03:16:03
217,Damara,4.9608,18.7035,72.05,92,100,2.71,CF,2022-11-08 03:16:04
218,Makurdi,7.7411,8.5121,72.93,50,98,2.13,NG,2022-11-08 03:16:04
219,Nelson Bay,-32.7167,152.15,73.45,65,47,15.99,AU,2022-11-08 03:16:04
220,La Vista,41.1839,-96.0311,45.23,51,0,16.11,US,2022-11-08 03:16:04
221,Airai,-8.9266,125.4092,76.57,53,74,0.65,TL,2022-11-08 03:17:05
222,Nanakuli,21.3906,-158.1547,84.15,55,0,12.66,US,2022-11-08 03:17:05
223,Plettenberg Bay,-34.0527,23.3716,58.78,71,0,5.84,ZA,2022-11-08 03:17:05
224,Paamiut,61.994,-49.6678,16.83,57,100,8.28,GL,2022-11-08 03:17:05
225,Fortuna,40.5982,-124.1573,44.94,95,98,5.99,US,2022-11-08 03:17:06
226,Norman Wells,65.282,-126.8329,1.44,85,20,9.22,CA,2022-11-08 03:17:06
227,Kemijarvi,66.7131,27.4306,23.99,97,59,1.23,FI,2022-11-08 03:17:06
228,Puerto Penasco,31.3167,-113.5333,71.91,78,41,8.01,MX,2022-11-08 03:16:15
229,Madaoua,14.073,5.96,72.82,18,19,7.92,NE,2022-11-08 03:17:06
230,Ambikapur,23.1167,83.2,68.67,65,51,1.43,IN,2022-11-08 03:17:07
231,Ranong,9.9658,98.6348,85.93,77,100,5.53,TH,2022-11-08 03:17:07
232,Iskateley,67.6803,53.1512,32.38,99,100,8.72,RU,2022-11-08 03:17:07
233,Longyearbyen,78.2186,15.6401,22.84,80,75,11.5,SJ,2022-11-08 03:17:07
234,Ahuimanu,21.4447,-157.8378,83.91,68,0,16.11,US,2022-11-08 03:17:08
235,Khandyga,62.6667,135.6,-9.17,91,97,3.44,RU,2022-11-08 03:17:08
236,Gamba,-2.65,10.0,76.32,91,61,6.42,GA,2022-11-08 03:17:08
237,Okha,53.5739,142.9478,27.34,60,98,21.03,RU,2022-11-08 03:17:08
238,Tiznit,29.5833,-9.5,68.74,22,97,5.64,MA,2022-11-08 03:17:09
239,Bathsheba,13.2167,-59.5167,83.01,74,40,18.41,BB,2022-11-08 03:17:09
240,Jalingo,8.8833,11.3667,74.32,43,82,1.99,NG,2022-11-08 03:17:09
241,Pacific Grove,36.6177,-121.9166,55.08,73,40,8.01,US,2022-11-08 03:17:09
242,Ilo,-17.6394,-71.3375,62.51,83,12,3.8,PE,2022-11-08 03:17:10
243,Ust-Kulom,61.6864,53.6902,29.98,97,100,7.27,RU,2022-11-08 03:17:10
244,Gitarama,-2.0744,29.7567,56.66,90,100,1.88,RW,2022-11-08 03:17:10
245,Sungairaya,0.7,108.9,82.09,78,100,2.75,ID,2022-11-08 03:17:10
246,Faanui,-16.4833,-151.75,78.87,73,17,5.95,PF,2022-11-08 03:17:11
247,Bengkulu,-3.8004,102.2655,77.79,83,100,2.82,ID,2022-11-08 03:17:11
248,Porangatu,-13.4408,-49.1486,73.15,74,62,2.15,BR,2022-11-08 03:17:11
249,Verkh-Usugli,52.7,115.1667,31.1,62,100,4.88,RU,2022-11-08 03:17:12
250,Atherton,53.5237,-2.4935,52.9,91,100,1.99,GB,2022-11-08 03:17:12
251,Hammerfest,70.6634,23.6821,34.25,93,20,3.44,NO,2022-11-08 03:17:12
252,Brigantine,39.4101,-74.3646,64.99,66,0,6.91,US,2022-11-08 03:17:12
253,Jibuti,11.5,42.5,71.2,80,13,10.54,DJ,2022-11-08 03:17:13
254,Rypefjord,70.6333,23.6667,34.27,93,20,3.44,NO,2022-11-08 03:17:13
255,Jeronimo Monteiro,-20.7894,-41.395,66.25,94,94,1.61,BR,2022-11-08 03:17:13
256,Katsuura,35.1333,140.3,65.68,61,0,9.82,JP,2022-11-08 03:17:13
257,Bad Soden-Salmunster,50.2757,9.3671,50.58,95,52,4.14,DE,2022-11-08 03:15:07
258,Hithadhoo,-0.6,73.0833,82.65,75,22,17.65,MV,2022-11-08 03:17:14
259,Akyab,20.15,92.9,78.96,69,32,5.73,MM,2022-11-08 03:17:14
260,Port Lincoln,-34.7333,135.8667,80.15,43,100,13.6,AU,2022-11-08 03:17:14
261,Cumra,37.5732,32.7745,50.14,82,77,9.08,TR,2022-11-08 03:17:14
262,Belmonte,-15.8631,-38.8828,70.83,78,99,6.33,BR,2022-11-08 03:17:15
263,Port Blair,11.6667,92.75,80.85,78,95,11.86,IN,2022-11-08 03:17:15
264,Chabahar,25.2919,60.643,79.43,75,2,5.19,IR,2022-11-08 03:17:15
265,Altay,47.8667,88.1167,43.75,42,100,3.76,CN,2022-11-08 03:17:16
266,Te Anau,-45.4167,167.7167,64.76,52,42,7.29,NZ,2022-11-08 03:17:16
267,Kihurio,-4.4667,38.0667,68.29,92,42,2.42,TZ,2022-11-08 03:17:16
268,Phuket,8.0,98.25,85.08,83,75,8.05,TH,2022-11-08 03:15:02
269,Puerto Baquerizo Moreno,-0.9,-89.6,65.86,76,100,7.85,EC,2022-11-08 03:18:16
270,Porto Novo,6.4965,2.6036,80.42,89,68,2.93,BJ,2022-11-08 03:18:17
271,Shima,24.4478,117.8111,75.22,54,11,5.59,CN,2022-11-08 03:18:17
272,Sitka,57.0531,-135.33,30.09,37,0,5.75,US,2022-11-08 03:18:17
273,Kieta,-6.2167,155.6333,83.21,80,67,9.51,PG,2022-11-08 03:18:17
274,Puerto Rondon,6.2805,-71.1,76.55,78,94,3.44,CO,2022-11-08 03:15:23
275,Ancud,-41.8697,-73.8203,53.67,94,99,3.04,CL,2022-11-08 03:18:18
276,Maneadero,31.7167,-116.5667,63.1,87,33,1.01,MX,2022-11-08 03:18:18
277,Tilichiki,60.4667,166.1,18.14,89,100,6.76,RU,2022-11-08 03:18:18
278,Yinchuan,38.4681,106.2731,50.74,43,85,4.43,CN,2022-11-08 03:18:18
279,Xinzhou,38.4092,112.7333,49.66,30,5,1.07,CN,2022-11-08 03:18:19
280,Ginda,30.6945,78.4932,57.45,26,0,0.87,IN,2022-11-08 03:18:19
281,Karratha,-20.7377,116.8463,80.15,30,0,13.27,AU,2022-11-08 03:18:19
282,Panzhihua,26.5851,101.7128,67.19,55,0,0.56,CN,2022-11-08 03:18:20
283,Christchurch,-43.5333,172.6333,66.4,48,20,11.5,NZ,2022-11-08 03:16:02
284,Shubarkuduk,49.1447,56.4872,24.13,93,70,4.68,KZ,2022-11-08 03:18:20
285,Saint-Marc-Des-Carrieres,46.6834,-72.0491,43.21,60,7,6.91,CA,2022-11-08 03:18:20
286,Kholtoson,50.2981,103.3097,31.48,57,89,2.46,RU,2022-11-08 03:18:21
287,Kamaishi,39.2667,141.8833,59.29,61,74,1.68,JP,2022-11-08 03:18:21
288,Bambous Virieux,-20.3428,57.7575,76.21,73,40,8.05,MU,2022-11-08 03:17:59
289,Provideniya,64.3833,-173.3,32.36,86,100,18.01,RU,2022-11-08 03:18:21
290,Methoni,36.8197,21.7049,60.22,71,0,6.93,GR,2022-11-08 03:18:22
291,Synya,65.3718,58.0387,25.45,95,100,8.05,RU,2022-11-08 03:18:22
292,Jalu,29.0331,21.5482,61.48,83,0,8.84,LY,2022-11-08 03:18:22
293,Palauig,15.435,119.9045,85.57,67,55,4.92,PH,2022-11-08 03:18:22
